,title,date,stock
11007,"Jim Cramer Weighs In On Pfizer, Teva And More",2019-08-22 11:08:00-04:00,ABM
11008,"Benzinga's Top Upgrades, Downgrades For August 15, 2019",2019-08-15 09:38:00-04:00,ABM
11009,William Blair Initiates Coverage On ABM Industries with Market Perform Rating,2019-08-15 09:17:00-04:00,ABM
11010,"ABM Receives A Multi-Year Contract With The University Of Miami In Coral Gables, Florida, To Provide Services For The Campus",2019-08-08 09:11:00-04:00,ABM
11011,Stocks That Managed to Breach 52-Week Highs Wednesday Morning,2019-07-31 11:01:00-04:00,ABM
11012,"ABM Initiates Energy Performance Contracting Program In Warren County, Pennsylvania; Terms Not Disclosed",2019-06-18 08:10:00-04:00,ABM
11013,55 Biggest Movers From Yesterday,2019-06-07 05:33:00-04:00,ABM
11014,42 Stocks Moving In Thursday's Mid-Day Session,2019-06-06 12:36:00-04:00,ABM
11015,ABM Industries shares are trading higher after the company reported better-than-expected Q2 EPS results; the company also provided FY19 EPS guidance above analyst estimates.,2019-06-06 10:00:00-04:00,ABM
11016,ABM Industries Sees FY19 Adj. EPS $1.95-$2.05 vs $1.99 Est.,2019-06-05 16:18:00-04:00,ABM
11017,"ABM Industries Q2 Adj. EPS $0.47 Beats $0.41 Estimate, Sales $1.595B Miss $1.61B Estimate",2019-06-05 16:16:00-04:00,ABM
11018,"8 Stocks To Watch For June 5, 2019",2019-06-05 05:29:00-04:00,ABM
11019,"Earnings Scheduled For June 5, 2019",2019-06-05 05:19:00-04:00,ABM
11020,ABM Industries Incorporated Provides Notice of Data Privacy Incident,2019-04-26 08:03:00-04:00,ABM
11021,"Benzinga's Top Upgrades, Downgrades For April 5, 2019",2019-04-05 09:25:00-04:00,ABM
11022,KeyBanc Initiates Coverage On ABM Industries with Sector Weight Rating,2019-04-05 06:06:00-04:00,ABM
11023,ABM Industries shares are trading lower after the company reported worse-than-expected Q4 sales; the company also provided FY19 EPS guidance in line with analyst estimates.,2019-03-07 12:13:00-05:00,ABM
11024,ABM Industries Reaffirms FY19 Guidance; Sees Adj. EPS $1.90-$2.05 vs $1.97 Est.,2019-03-06 16:25:00-05:00,ABM
11025,"ABM Industries Q1 Adj. EPS $0.31 Beats $0.26 Estimate, Sales $1.61B Miss $1.62B Estimate",2019-03-06 16:24:00-05:00,ABM
11026,"10 Stocks To Watch For March 6, 2019",2019-03-06 04:37:00-05:00,ABM
11027,"Earnings Scheduled For March 6, 2019",2019-03-06 04:02:00-05:00,ABM
11028,"Benzinga's Top Upgrades, Downgrades For February 14, 2019",2019-02-14 09:09:00-05:00,ABM
11029,Maxim Group Initiates Coverage On ABM Industries with Buy Rating,2019-02-14 08:40:00-05:00,ABM
11030,ABM Industries Wins a Contract to Install Water Meters for the Rainbow Municipal Water District in San Diego,2019-01-24 08:06:00-05:00,ABM
11031,CL King Downgrades ABM Industries to Neutral,2019-01-11 09:20:00-05:00,ABM
11032,"Stocks Trading Ex Dividend For Wed., Jan. 2, 2019",2019-01-02 10:51:00-05:00,ABM
11033,58 Biggest Movers From Yesterday,2018-12-20 05:01:00-05:00,ABM
11034,Mid-Afternoon Market Update: U.S. Stocks Turn Negative After Fed Hikes Interest Rates; Dow Tumbles Over 300 Points,2018-12-19 15:01:00-05:00,ABM
11035,44 Stocks Moving In Wednesday's Mid-Day Session,2018-12-19 12:40:00-05:00,ABM
11036,Mid-Day Market Update: Crude Oil Up Over 3%; FedEx Shares Plunge,2018-12-19 12:03:00-05:00,ABM
11037,Shares of ABM Industries are moving higher after the company reported Q4 EPS up 58.7% from last year.,2018-12-19 11:04:00-05:00,ABM
11038,ABM Industries Sees FY19 Adj. EPS $1.90-$2.05 vs $2.05 Est.,2018-12-18 16:17:00-05:00,ABM
11039,"ABM Industries Incorporated Q4 Adj. EPS $0.58 Up From $0.37 YoY, Sales $1.65B Miss $1.68B Estimate",2018-12-18 16:16:00-05:00,ABM
11040,"Earnings Scheduled For December 18, 2018",2018-12-18 04:22:00-05:00,ABM
11041,"Stocks Which Set New 52-Week Low Last Trading Session, Fri., Dec. 14, 2018",2018-12-17 11:48:00-05:00,ABM
11042,"Stocks Which Set New 52-Week Low Yesterday, Thurs., Dec. 13, 2018",2018-12-14 11:03:00-05:00,ABM
11043,"Stocks Which Set New 52-Week Low The Last Trading Session, Fri., Dec. 7, 2018",2018-12-10 11:01:00-05:00,ABM
11044,ABM Selected By Rayanair To Enhance Managed Ground Handling Staffing Solution At London Stansted Airport; Financial Terms Not Disclosed,2018-10-23 08:02:00-04:00,ABM
11045,"Stocks Trading Ex Dividend For Wed., Oct. 3, 2018",2018-10-03 10:53:00-04:00,ABM
11046,"Stocks That Will Be Trading Ex Dividend Wed., Oct. 3, 2018",2018-10-02 10:52:00-04:00,ABM
11047,ABM Wins Energy Savings Performance Contract From U.S General Services Administration,2018-10-02 08:17:00-04:00,ABM
11048,52 Biggest Movers From Friday,2018-09-10 05:21:00-04:00,ABM
11049,44 Stocks Moving In Friday's Mid-Day Session,2018-09-07 12:54:00-04:00,ABM
11050,ABM Industries shares are up 9.6% after the company late Thursday reported mixed Q3 earnings but reaffirmed strong full-year 2018 guidance.,2018-09-07 10:57:00-04:00,ABM
11051,UPDATE: ABM Industries Reaffirms FY18 Adj. EPS Outlook $1.85-$1.95 vs $1.84 Estimate,2018-09-06 16:21:00-04:00,ABM
11052,ABM Industries Reaffirms FY18 Guidance,2018-09-06 16:21:00-04:00,ABM
11053,"ABM Industries Incorporated Common Stock Q3 EPS $0.57 Beats $0.53 Estimate, Sales $1.624B Miss $1.65B Estimate",2018-09-06 16:20:00-04:00,ABM
11054,"10 Stocks To Watch For September 6, 2018",2018-09-06 05:34:00-04:00,ABM
11055,"Earnings Scheduled For September 6, 2018",2018-09-06 04:07:00-04:00,ABM
11056,42 Biggest Movers From Yesterday,2018-08-24 04:13:00-04:00,ABM
11057,Baird Downgrades ABM Industries On Labor Market Challenges,2018-08-23 15:20:00-04:00,ABM
11058,41 Stocks Moving In Thursday's Mid-Day Session,2018-08-23 12:42:00-04:00,ABM
11059,ABM Industries shares are trading down 7.7% after Baird downgraded the stock from Outperform to Neutral.,2018-08-23 11:18:00-04:00,ABM
11060,"Benzinga's Top Upgrades, Downgrades For August 23, 2018",2018-08-23 09:21:00-04:00,ABM
11061,Baird Downgrades ABM Industries to Neutral,2018-08-23 08:06:00-04:00,ABM
11062,What It Takes To Be A Dividend King,2018-07-26 15:01:00-04:00,ABM
11063,Portland Public Schools Awards ABM A Multi-Year Contract,2018-07-25 08:02:00-04:00,ABM
11064,ABM Partners With Navy Pier To Provide Parking Management Services At Chicago's Iconic Lakefront Destination,2018-07-17 08:10:00-04:00,ABM
11065,45 Biggest Movers From Yesterday,2018-06-08 04:07:00-04:00,ABM
11066,36 Stocks Moving In Thursday's Mid-Day Session,2018-06-07 12:30:00-04:00,ABM
11067,27 Stocks Moving In Thursday's Pre-Market Session,2018-06-07 08:20:00-04:00,ABM
11068,"10 Stocks To Watch For June 7, 2018",2018-06-07 04:41:00-04:00,ABM
11069,"UPDATE: ABM Industries Cuts FY18 Guidance, Cites 'higher than expected wage inflation and personnel costs driven by the current labor environment'",2018-06-06 16:22:00-04:00,ABM
11070,ABM Industries Cuts FY18 EPS Guidance from $2.00-2.10 to $1.85-1.95 vs $1.94 Est,2018-06-06 16:21:00-04:00,ABM
11071,"ABM Industries Q2 EPS $0.47 Beats $0.45 Estimate, Sales $1.581B Beat $1.56B Estimate",2018-06-06 16:20:00-04:00,ABM
11072,"8 Stocks To Watch For June 6, 2018",2018-06-06 04:27:00-04:00,ABM
11073,"Earnings Scheduled For June 6, 2018",2018-06-06 04:11:00-04:00,ABM
11074,ABM Industries Raises FY18 Adj. EPS Outlook From $1.70-$1.80 to $2-$2.10 vs $2.04 Est.,2018-03-06 16:22:00-05:00,ABM
11075,"ABM Industries Reports Q1 Adj. EPS $0.26 In-line With Est., Sales $1.588B vs $1.59B Est.",2018-03-06 16:20:00-05:00,ABM
11076,"Earnings Scheduled For March 6, 2018",2018-03-06 04:25:00-05:00,ABM
11077,32 Biggest Movers From Yesterday,2017-12-15 05:43:00-05:00,ABM
11078,Mid-Afternoon Market Update: U.S. Stocks Turn Lower; ABM Industries Shares Slide,2017-12-14 15:18:00-05:00,ABM
11079,ABM Industries Shares Down 16% Thurs. After Co. Reported Q4 Results And Worse-Than-Expected FY18 Guidance,2017-12-14 13:29:00-05:00,ABM
11080,Mid-Day Market Update: Pier 1 Imports Drops On Earnings Miss; Argenx Shares Surge,2017-12-14 13:18:00-05:00,ABM
11081,32 Stocks Moving In Thursday's Mid-Day Session,2017-12-14 12:44:00-05:00,ABM
11082,Mid-Morning Market Update: Markets Rise; Disney To Buy Fox In $52 Billion Deal,2017-12-14 11:14:00-05:00,ABM
11083,ABM Industries Sees FY18 Adj. EPS $1.70-$1.80 vs $2.03 Est.,2017-12-13 16:19:00-05:00,ABM
11084,"ABM Industries Reports Q4 EPS $(0.06) May Not Compare To $0.49 Est., Sales $1.498B vs $1.49B Est.",2017-12-13 16:18:00-05:00,ABM
11085,"7 Stocks To Watch For December 13, 2017",2017-12-13 04:32:00-05:00,ABM
11086,"Earnings Scheduled For December 13, 2017",2017-12-13 04:09:00-05:00,ABM
11087,"Benzinga's Top Upgrades, Downgrades For September 11, 2017",2017-09-11 09:13:00-04:00,ABM
11088,The Market In 5 Minutes,2017-09-11 09:12:00-04:00,ABM
11089,"KeyBanc Upgrades ABM Industries to Overweight, Announces $48.00 Price Target",2017-09-11 06:24:00-04:00,ABM
11090,18 Biggest Mid-Day Losers For Thursday,2017-09-07 12:53:00-04:00,ABM
11091,Mid-Morning Market Update: Markets Edge Lower; Conn's Profit Beats Views,2017-09-07 10:12:00-04:00,ABM
11092,"10 Stocks To Watch For September 7, 2017",2017-09-07 04:40:00-04:00,ABM
11093,Abiomed Reports FDA Approval Of Co.'s Impella ECP Heart Pump,2020-06-05 07:01:00-04:00,ABMD
11094,FDA Issues Emergency Use Authorization For Impella RP As Therapy For Covid-19 Coronavirus Patients With Right Heart Failure,2020-06-01 07:05:00-04:00,ABMD
11095,10 Biggest Price Target Changes For Thursday,2020-05-28 08:22:00-04:00,ABMD
11096,"SVB Leerink Reiterates Market Perform on Abiomed, Raises Price Target to $225",2020-05-28 06:52:00-04:00,ABMD
11097,"Morgan Stanley Maintains Underweight on Abiomed, Raises Price Target to $152",2020-05-01 07:48:00-04:00,ABMD
11098,"SVB Leerink Maintains Market Perform on Abiomed, Raises Price Target to $195",2020-05-01 06:52:00-04:00,ABMD
11099,72 Biggest Movers From Yesterday,2020-05-01 05:29:00-04:00,ABMD
11100,61 Stocks Moving In Thursday's Mid-Day Session,2020-04-30 12:43:00-04:00,ABMD
11101,Abiomed shares are trading higher after the company reported better-than-expected Q4 EPS results.,2020-04-30 11:15:00-04:00,ABMD
11102,"The Daily Biotech Pulse: FDA Nod For GlaxoSmithKline, Hologic To Launch Coronavirus Test, Amarin's Strong Q1",2020-04-30 07:19:00-04:00,ABMD
11103,"Abiomed Q4 Adj. EPS $1.000 Beats $0.940 Estimate, Sales $206.658M Miss $207.170M Estimate",2020-04-30 07:12:00-04:00,ABMD
11104,"Benzinga's Top Upgrades, Downgrades For April 27, 2020",2020-04-27 09:32:00-04:00,ABMD
11105,10 Biggest Price Target Changes For Monday,2020-04-27 08:28:00-04:00,ABMD
11106,"SVB Leerink Downgrades Abiomed to Market Perform, Lowers Price Target to $175",2020-04-27 07:30:00-04:00,ABMD
11107,"The Week Ahead In Biotech (April 26-May 2): Cancer Conference, Earnings News Flow In The Spotlight",2020-04-26 16:37:00-04:00,ABMD
11108,30 Stocks Moving in Thursday's Pre-Market Session,2020-04-09 07:10:00-04:00,ABMD
11109,"Morgan Stanley Maintains Underweight on Abiomed, Lowers Price Target to $149",2020-03-27 08:32:00-04:00,ABMD
11110,10 Stocks To Buy With Low Debt And High Liquidity,2020-03-27 08:15:00-04:00,ABMD
11111,"The Daily Biotech Pulse: Milestone Pharma Flunks Late-Stage Study, CytomX Strikes Cancer Drug Collaboration, BARDA Grant For GenMark's COVID-19 Test",2020-03-24 08:20:00-04:00,ABMD
11112,"Stephens & Co. Maintains Overweight on Abiomed, Lowers Price Target to $155",2020-03-23 11:14:00-04:00,ABMD
11113,Stocks That Hit 52-Week Lows On Monday,2020-03-23 10:34:00-04:00,ABMD
11114,Stocks That Hit 52-Week Lows On Monday,2020-03-16 11:51:00-04:00,ABMD
11115,"The Daily Biotech Pulse: Roche Obtains FDA Emergency Use Authorization For COVID-19 Test, Chembio Appoints New CEO, Inovio Slumps On Earnings",2020-03-13 07:52:00-04:00,ABMD
11116,Stocks That Hit 52-Week Lows On Thursday,2020-03-12 12:10:00-04:00,ABMD
11117,"The Daily Biotech Pulse: Mesoblast To Test Candidate On Coronavirus Symptoms, Proxy Battle Ahead For Rockwell Medical, Glaukos to Join S&P SmallCap 600 Index",2020-03-10 09:19:00-04:00,ABMD
11118,Stocks That Hit 52-Week Lows On Friday,2020-02-28 10:16:00-05:00,ABMD
11119,"The Daily Biotech Pulse: Sangamo In Genome-Editing Therapy Deal With Biogen, FDA Nod For Biohaven, Passage Bio IPO",2020-02-28 07:28:00-05:00,ABMD
11120,Stocks That Hit 52-Week Lows On Thursday,2020-02-27 10:23:00-05:00,ABMD
11121,"The Daily Biotech Pulse: Gilead Kicks Off Coronavirus Drug Trials, Adcom Nod For Lily, FDA Approves Esperion's Lipid-Lowering Adjunctive Combo Therapy",2020-02-27 07:35:00-05:00,ABMD
11122,"Benzinga's Top Upgrades, Downgrades For February 12, 2020",2020-02-12 09:40:00-05:00,ABMD
11123,"Morgan Stanley Downgrades Abiomed to Underweight, Lowers Price Target to $165",2020-02-12 04:51:00-05:00,ABMD
11124,"The Daily Biotech Pulse: Tonix Slumps On Failed Study, Applied Genetic Announces Offering, Beam Therapeutics, PPD Price IPOs",2020-02-06 07:47:00-05:00,ABMD
11125,"Abiomed Q3 Adj. EPS $1.12 Beats $1.09 Estimate, Sales $221.6M Miss $226.85M Estimate",2020-02-06 07:15:00-05:00,ABMD
11126,"The Week Ahead In Biotech: Merck, Bristol-Myers Earnings, Conference Presentations In Focus",2020-02-02 13:04:00-05:00,ABMD
11127,27 Medical Devices Stocks Moving In Tuesday's Session,2020-01-21 14:36:00-05:00,ABMD
11128,85 Biggest Movers From Yesterday,2020-01-14 04:52:00-05:00,ABMD
11129,41 Stocks Moving In Monday's Mid-Day Session,2020-01-13 12:21:00-05:00,ABMD
11130,Abiomed shares are trading lower after the company issued Q3 and FY20 sales guidance below analyst estimates.,2020-01-13 07:57:00-05:00,ABMD
11131,"Abiomed Sees Prelim. Q3 Sales $221.6M vz $226.68M Est., Sees FY20 Sales $856M-$877M vs $885.77M Est.",2020-01-13 07:24:00-05:00,ABMD
11132,10 Best Performing S&P 500 Stocks Of The Decade,2019-12-31 15:01:00-05:00,ABMD
11133,10 Worst Performing S&P 500 Stocks Of 2019,2019-12-24 11:18:00-05:00,ABMD
11134,10 Stocks That Could Be Tax-Loss Buying Opportunities,2019-12-19 12:21:00-05:00,ABMD
11135,"Morgan Stanley Maintains Equal-Weight on Abiomed, Lowers Price Target to $198",2019-12-17 08:54:00-05:00,ABMD
11136,"Cramer Weighs In On Biogen, Caterpillar And More",2019-12-03 11:22:00-05:00,ABMD
11137,UPDATE: Abiomed Highlights 3 Flaws Of Impella Analysis Provided By Amin At American Heart Association Conference,2019-11-19 13:17:00-05:00,ABMD
11138,Abiomed Issues Press Release Highlighting Issuance Of Publication Review Of Observational Analysis Of Impella Previously Presented By Amin At American Heart Association Conference On Nov. 17,2019-11-19 13:14:00-05:00,ABMD
11139,72 Biggest Movers From Yesterday,2019-11-19 04:39:00-05:00,ABMD
11140,44 Stocks Moving In Monday's Mid-Day Session,2019-11-18 12:32:00-05:00,ABMD
11141,"Abiomed shares are trading lower after studies suggest the Impella heart device is associated with an increased risk of death, bleeding, and stroke among patients undergoing angioplasty to re-open clogged arteries.",2019-11-18 11:35:00-05:00,ABMD
11142,"Abiomed Announces First U.S. Patients Have Been Treated with Impella 5.5 with SmartAssist, a Minimally Invasive, Forward Flow Heart Pump",2019-10-31 09:28:00-04:00,ABMD
11143,Abiomed shares are trading higher after the company reported its Q2 earnings results and issued FY20 sales guidance of $885M - $925M vs $895M analyst estimate.,2019-10-31 08:25:00-04:00,ABMD
11144,"The Daily Biotech Pulse: Agile Receives Favorable Adcom Verdict, Merit Medical Tumbles On Earnings, 2 Biotechs To Debut",2019-10-31 08:08:00-04:00,ABMD
11145,12 Stocks With The Highest Returns On Assets,2019-10-29 13:00:00-04:00,ABMD
11146,"Benzinga's Top Upgrades, Downgrades For October 29, 2019",2019-10-29 10:49:00-04:00,ABMD
11147,Raymond James Downgrades Abiomed to Market Perform,2019-10-29 07:56:00-04:00,ABMD
11148,"Abiomed Highlights FDA Post-Approval Study Shows Timely Identification Of Right Heart Failure, Early Use Of Impella RP Leads To Higher Survival",2019-10-25 08:05:00-04:00,ABMD
11149,16 Stocks With The Highest Long-Term Sales Growth Rate,2019-10-23 15:26:00-04:00,ABMD
11150,Abiomed shares are trading higher on news of a longer-than-expected completion date for competitor Abbott's Shield II study of its HeartMate PHP catheter.,2019-10-23 12:53:00-04:00,ABMD
11151,Clinicaltrials.gov Site Shows Completion Date For Abbott's Shield II Percutaneous Heart Pump Was Pushed Back One Year,2019-10-23 11:25:00-04:00,ABMD
11152,13 Stocks With The Highest EPS Growth Over The Past 5 Years,2019-10-21 14:00:00-04:00,ABMD
11153,"Cramer Advises His Viewers On Beyond Meat, Texas Instruments And More",2019-10-21 11:28:00-04:00,ABMD
11154,Stocks That Hit 52-Week Lows On Thursday,2019-10-10 11:08:00-04:00,ABMD
11155,"The Daily Biotech Pulse: UCB To Buy Ra Pharma, Reata Reacquires Rights To Nrf2 Activators From AbbVie, BioNTech IPO",2019-10-10 07:31:00-04:00,ABMD
11156,Stocks That Hit 52-Week Lows On Wednesday,2019-10-09 12:55:00-04:00,ABMD
11157,"The Daily Biotech Pulse: FDA Approves Clinuvel Drug, Aclaris Files Patent Lawsuit Against Taro, Viela Out-Licenses Autoimmune Disorder Drug",2019-10-09 07:58:00-04:00,ABMD
11158,Stocks That Hit 52-Week Lows On Tuesday,2019-10-08 12:02:00-04:00,ABMD
11159,"Abiomed Announces the 1,000th Patient was Treated with Impella in Japan",2019-10-07 08:04:00-04:00,ABMD
11160,Stocks That Hit 52-Week Lows On Thursday,2019-10-03 13:03:00-04:00,ABMD
11161,"The Daily Biotech Pulse: IPOs, Puma's Breast Cancer Drug Gets Label Expansion, Buyout Offer For Organovo",2019-10-03 07:34:00-04:00,ABMD
11162,Stocks That Hit 52-Week Lows On Wednesday,2019-10-02 10:55:00-04:00,ABMD
11163,"Shares of several mortgage REITs companies are trading higher on continued optimism amid the reopening of the economy, which would increase consumer spending and economic activity.",2020-06-08 10:03:00-04:00,ABR
11164,"Shares of several mortgage REITs are trading higher amid market strength following strong US jobs data, which has raised hopes of an economic rebound. A rebound has been seen as a positive catalyst for the real estate market.",2020-06-05 10:47:00-04:00,ABR
11165,7 Real Estate Stocks Moving In Tuesday's Pre-Market Session,2020-05-19 07:31:00-04:00,ABR
11166,Shares of several financial companies are trading higher. Not seeing any sector-wide news to justify the price action. NOTE: The financial sector rebound is leading the market higher today.,2020-05-14 14:25:00-04:00,ABR
11167,"Shares of several companies in the financial services sector are trading lower amid market weakness, potentially related to cautious comments from Fed Chair Powell, who suggested uncertainty and 'significant' downside risks in the economy. The coronavirus pandemic has slowed economic growth and led to businesses scaling back investment, which has negatively impacted the financial sector.",2020-05-13 11:51:00-04:00,ABR
11168,Arbor Realty Trust: Q1 Earnings Insights,2020-05-08 08:44:00-04:00,ABR
11169,"Shares of several real estate companies are trading higher amid optimistic coronavirus outlook following positive drug data from Gilead. This has raised hopes of a sooner return to spending, economic activity, and investments.",2020-04-17 09:25:00-04:00,ABR
11170,Shares of several real estate companies are trading lower amid market weakness as the coronavirus pandemic continues to take its toll on the economy. The virus has made it more difficult to invest in real estate.,2020-04-15 09:25:00-04:00,ABR
11171,"JMP Securities Maintains Market Outperform on Arbor Realty Trust, Lowers Price Target to $10",2020-04-14 10:18:00-04:00,ABR
11172,86 Biggest Movers From Yesterday,2020-04-14 05:19:00-04:00,ABR
11173,Arbor Realty Trust Issues Letter To Shareholders,2020-04-13 16:22:00-04:00,ABR
11174,63 Stocks Moving In Monday's Mid-Day Session,2020-04-13 12:35:00-04:00,ABR
11175,"Raymond James Maintains Outperform on Arbor Realty Trust, Lowers Price Target to $9.5",2020-04-13 07:59:00-04:00,ABR
11176,8 Real Estate Stocks Moving In Monday's Pre-Market Session,2020-04-13 07:34:00-04:00,ABR
11177,30 Stocks Moving in Monday's Pre-Market Session,2020-04-13 06:56:00-04:00,ABR
11178,100 Biggest Movers From Thursday,2020-04-13 05:18:00-04:00,ABR
11179,75 Stocks Moving In Thursday's Mid-Day Session,2020-04-09 13:02:00-04:00,ABR
11180,Shares of several real estate companies are trading higher amid positive market sentiment on optimism of cases potentially leveling off in some hotspots globally. Global slowing cases could raise hopes of a sooner return to spending and investments.,2020-04-08 09:04:00-04:00,ABR
11181,"Shares of several real estate companies are trading higher amid optimism that coronavirus cases in Asia are potentially easing. Global slowing cases could raise hopes of a sooner return to spending, economic activity, and investment.",2020-04-07 11:21:00-04:00,ABR
11182,Shares of several real estate-related companies are trading lower. The economic impact of the coronavirus slowed demand across industries.,2020-04-03 10:59:00-04:00,ABR
11183,Shares of several real estate companies are trading lower amid market weakness as macro concerns continue to grow as a result of the coronavirus pandemic. The lending industry has been negatively impacted by macro disruption amid coronavirus outbreak.,2020-04-01 07:48:00-04:00,ABR
11184,Shares of several real estate companies are trading lower despite market strength. NOTE: The lending industry has been negatively impacted by macro disruption amid coronavirus outbreak.,2020-03-31 11:50:00-04:00,ABR
11185,80 Biggest Movers From Yesterday,2020-03-31 04:15:00-04:00,ABR
11186,55 Stocks Moving In Monday's Mid-Day Session,2020-03-30 12:49:00-04:00,ABR
11187,90 Biggest Movers From Yesterday,2020-03-27 04:01:00-04:00,ABR
11188,60 Stocks Moving In Thursday's Mid-Day Session,2020-03-26 12:33:00-04:00,ABR
11189,"Shares of several real estate companies are trading higher, rebounding from recent weakness amid market strength.",2020-03-20 09:24:00-04:00,ABR
11190,115 Biggest Movers From Yesterday,2020-03-19 06:22:00-04:00,ABR
11191,96 Stocks Moving In Wednesday's Mid-Day Session,2020-03-18 12:39:00-04:00,ABR
11192,21 Stocks Moving in Wednesday's Pre-Market Session,2020-03-18 07:15:00-04:00,ABR
11193,4 Stocks Moving In Tuesday's After-Hours Session,2020-03-17 16:58:00-04:00,ABR
11194,Arbor Realty Trust shares are trading higher after the company announced a $200 million buyback.,2020-03-17 16:19:00-04:00,ABR
11195,Arbor Realty Trust Announces $100M Buyback,2020-03-17 16:11:00-04:00,ABR
11196,"Shares of several real estate companies and REITs are trading lower amid the coronavirus outbreak, which has weakened economic outlook and caused some recession concerns.",2020-03-17 10:59:00-04:00,ABR
11197,Stocks That Hit 52-Week Lows On Monday,2020-03-16 11:51:00-04:00,ABR
11198,Stocks That Hit 52-Week Lows On Thursday,2020-03-12 12:10:00-04:00,ABR
11199,Stocks That Hit 52-Week Lows On Wednesday,2020-03-11 11:41:00-04:00,ABR
11200,Shares of several real estate companies and REITs are trading lower as the global coronavirus spread continues to cause equities across sectors to sell-off amid worsened economic outlook.,2020-02-28 10:23:00-05:00,ABR
11201,Stocks That Hit 52-Week Lows On Friday,2020-02-28 10:16:00-05:00,ABR
11202,Recap: Arbor Realty Trust Q4 Earnings,2020-02-14 12:39:00-05:00,ABR
11203,"Arbor Realty Trust Q4 EPS $0.34 Misses $0.36 Estimate, AFFO $0.34",2020-02-14 08:15:00-05:00,ABR
11204,"Earnings Scheduled For February 14, 2020",2020-02-14 04:14:00-05:00,ABR
11205,"JP Morgan Upgrades Arbor Realty Trust to Neutral, Raises Price Target to $14.5",2020-01-29 06:19:00-05:00,ABR
11206,Arbor Realty Trust shares are trading lower after the company announced a 6 million share common stock offering.,2019-12-10 08:15:00-05:00,ABR
11207,25 Stocks Moving in Tuesday's Pre-Market Session,2019-12-10 06:48:00-05:00,ABR
11208,Arbor Realty Trust shares are trading lower after the company announced a 6 million share common stock offering.,2019-12-09 16:23:00-05:00,ABR
11209,Arbor Realty Trust Announces 6M Share Common Stock Offering,2019-12-09 16:16:00-05:00,ABR
11210,Stocks That Hit 52-Week Highs On Friday,2019-11-08 10:30:00-05:00,ABR
11211,Stocks That Hit 52-Week Highs On Thursday,2019-11-07 10:16:00-05:00,ABR
11212,Stocks That Hit 52-Week Highs On Wednesday,2019-11-06 10:10:00-05:00,ABR
11213,Stocks That Hit 52-Week Highs On Tuesday,2019-11-05 11:12:00-05:00,ABR
11214,"Raymond James Maintains Outperform on Arbor Realty Trust, Raises Price Target to $15.5",2019-11-05 07:26:00-05:00,ABR
11215,Stocks That Hit 52-Week Highs On Monday,2019-11-04 14:43:00-05:00,ABR
11216,"JMP Securities Maintains Market Outperform on Arbor Realty Trust, Raises Price Target to $15",2019-11-04 08:31:00-05:00,ABR
11217,"Arbor Realty Trust Q3 GAAP EPS $0.35 Beats $0.33 Estimate, Adj. FFO $0.36, Sales $32.445M Miss $34M Estimate",2019-11-01 08:16:00-04:00,ABR
11218,"JMP Securities Reiterates Market Outperform on Arbor Realty Trust, Raises Price Target to $14.5",2019-09-06 08:13:00-04:00,ABR
11219,"Benzinga's Top Upgrades, Downgrades For August 21, 2019",2019-08-21 09:50:00-04:00,ABR
11220,Raymond James Upgrades Arbor Realty Trust to Outperform,2019-08-21 06:35:00-04:00,ABR
11221,"Arbor Realty Trust Q2 EPS $0.31 Beats $0.3 Estimate, Adj. FFO $0.33",2019-08-02 08:17:00-04:00,ABR
11222,"Q1 13F Roundup: How Buffett, Einhorn, Ackman And Others Adjusted Their Portfolios",2019-05-17 09:21:00-04:00,ABR
11223,50 Stocks Moving In Thursday's Mid-Day Session,2019-05-16 12:36:00-04:00,ABR
11224,30 Stocks Moving In Thursday's Pre-Market Session,2019-05-16 08:12:00-04:00,ABR
11225,Arbor Realty Trust Reports 8M Share Common Stock Offering,2019-05-15 17:55:00-04:00,ABR
11226,"13F From Leon Cooperman Shows New Stakes In Adobe, Arbor Realty Trust, Aspen Group, Delta, Ellington Financial, Nabors, MVC Capital, Ocwen",2019-05-15 11:22:00-04:00,ABR
11227,25 Stocks Moving In Friday's Pre-Market Session,2019-05-10 08:35:00-04:00,ABR
11228,"Arbor Realty Trust Q1 EPS $0.26 Misses $0.28 Estimate, Adj. FFO $0.33; Raises Qtr. Dividend From $0.27 to $0.28/Share",2019-05-10 08:17:00-04:00,ABR
11229,Deutsche Bank Downgrades Arbor Realty Trust to Hold,2019-02-20 07:05:00-05:00,ABR
11230,"Arbor Realty Trust Q4 EPS $0.29 Beats $0.28 Estimate, Sales $30.36M Beat $25.9M Estimate",2019-02-15 08:16:00-05:00,ABR
11231,"Earnings Scheduled For February 15, 2019",2019-02-15 04:03:00-05:00,ABR
11232,Arbor Realty Trust Announces a $0.15/Share Special Dividend,2018-12-17 08:30:00-05:00,ABR
11233,Arbor Realty Trust Announces Prices 8.7M Share Offering for Gross Proceeds of ~$102.7M; ~$11.80/Share,2018-11-30 03:56:00-05:00,ABR
11234,Arbor Realty Trust Reports 8.7M Common Stock Offering,2018-11-29 16:10:00-05:00,ABR
11235,27 Stocks Moving In Thursday's Pre-Market Session,2018-11-29 08:02:00-05:00,ABR
11236,"Arbor Realty Trust Q3 GAAP EPS $0.36, Adj. FFO $0.42",2018-11-02 08:05:00-04:00,ABR
